"segment.id","worth","logworth","meanscore","scaleworth"
"Coolio-Gangsta's paradise-random",0.0525246821265158,-2.94647208412058,2.45,-1.1369422027931
"Lisa Lois-Hallelujah-0",0.051580553945078,-2.96461053905427,2.38095238095238,-1.1600743011872
"Lisa Lois-Hallelujah-10866",0.16118339622004,-1.82521245533097,1.875,0.293008041222716
"Lisa Lois-Hallelujah-134954",0.304155005767717,-1.19021782013052,1.64285714285714,1.10282113913458
"Lisa Lois-Hallelujah-80759",0.148746596262709,-1.9055111170857,2,0.190602596469235
"Lisa Lois-Hallelujah-min",0.131735635725204,-2.02695812425819,2.15789473684211,0.0357203791109287
"Lisa Lois-Hallelujah-random",0.202598812079252,-1.59652755056455,1.80952380952381,0.58465149914912
"Herbert Grönemeyer-Halt mich-0",0.0211529322838681,-3.85597674083653,2.78571428571429,-2.29683985041323
"Herbert Grönemeyer-Halt mich-152044",0.149270351467844,-1.90199617776186,1.875,0.19508522316405
"Herbert Grönemeyer-Halt mich-20340",0.055183026542175,-2.89709986316187,2.38888888888889,-1.07397746421269
"Herbert Grönemeyer-Halt mich-45232",0.383776265961865,-0.957695536919785,1.5,1.3993584326205
"Herbert Grönemeyer-Halt mich-min",0.209130775657149,-1.56479550185139,1.66666666666667,0.62511960273141
"Herbert Grönemeyer-Halt mich-random",0.181486648087099,-1.70657319224162,1.88235294117647,0.444309522921118
"Adele-Hometown glory-0",0.060489469413455,-2.80528598837715,2.28571428571429,-0.956886587772075
"Adele-Hometown glory-197230",0.136959529555754,-1.9880698014971,2,0.0853149290204861
"Adele-Hometown glory-47415",0.109119119960404,-2.2153151497985,2.11764705882353,-0.204492652481241
"Adele-Hometown glory-557",0.0614028298052494,-2.79029935685768,2.41176470588235,-0.937774031814477
"Adele-Hometown glory-min",0.222702231676018,-1.50191968377209,1.6875,0.705305573131725
"Adele-Hometown glory-random",0.40932681958912,-0.89324137212567,1.6,1.48155727962141
"Bruce Springsteen-Jungleland-514321",0.256126135687755,-1.3620852383177,1.7,0.883637419088903
"Bruce Springsteen-Jungleland-541582",0.0999348913253673,-2.30323639178939,2.1,-0.316619227104078
"Bruce Springsteen-Jungleland-557278",0.0766784258201654,-2.56813489022557,2.33333333333333,-0.654446134229183
"Bruce Springsteen-Jungleland-88885",0.294909622497371,-1.22108633399717,1.65,1.06345430757953
"Bruce Springsteen-Jungleland-min",0.229320740585459,-1.47263364146235,1.8125,0.742654267646191
"Bruce Springsteen-Jungleland-random",0.0430301840838821,-3.14585345410494,2.47058823529412,-1.39121465793278
"Acda & de Munnik-Lopen tot de zon komt-0",0.0848229525064164,-2.46718910645856,2.17647058823529,-0.52570927041662
"Acda & de Munnik-Lopen tot de zon komt-164675",0.256207348424121,-1.36176820755722,1.8125,0.884041730634312
"Acda & de Munnik-Lopen tot de zon komt-187059",0.124771136391146,-2.081274128713,2.05263157894737,-0.0335492011271208
"Acda & de Munnik-Lopen tot de zon komt-31718",0.112593115804544,-2.18397470364874,2.25,-0.16452396238599
"Acda & de Munnik-Lopen tot de zon komt-min",0.0526290962667047,-2.94448615121163,2.28571428571429,-1.13440952866943
"Acda & de Munnik-Lopen tot de zon komt-random",0.368976350607068,-0.997022727491245,1.47058823529412,1.34920419152397
"ABBA-Mamma mia-0",0.0600427167629452,-2.81269902402431,2.17647058823529,-0.966340483962026
"ABBA-Mamma mia-122508",0.282425493603456,-1.2643405026378,1.85714285714286,1.00829196389546
"ABBA-Mamma mia-66594",0.422091949615255,-0.862532098597178,1.58333333333333,1.52072103085985
"ABBA-Mamma mia-835",0.0917718735935868,-2.38844941617147,2.17647058823529,-0.425291992875562
"ABBA-Mamma mia-random",0.143667966424757,-1.94025043054735,2.06666666666667,0.146299307127536
"Evanescence-My immortal-0",0.0340570913480485,-3.37971700527886,2.44444444444444,-1.68946247982979
"Evanescence-My immortal-120232",0.169214491075799,-1.77658819082129,1.82352941176471,0.355018905714258
"Evanescence-My immortal-185",0.044348109236627,-3.11568520390588,2.5625,-1.352740877529
"Evanescence-My immortal-39845",0.26478217225347,-1.32884778251251,1.73684210526316,0.926025378860902
"Evanescence-My immortal-min",0.311069196148558,-1.16773989589686,1.53333333333333,1.13148739306684
"Evanescence-My immortal-random",0.176528939937497,-1.73427045039814,1.85714285714286,0.408987015945424
"Prince-Purple rain-15232",0.131770206898635,-2.02669573027644,2,0.0360550119904089
"Prince-Purple rain-157617",0.103654663319175,-2.26669045009287,2.11764705882353,-0.270011932143195
"Prince-Purple rain-295543",0.0402178500082204,-3.2134443518541,2.33333333333333,-1.4774138024021
"Prince-Purple rain-86471",0.109529213701904,-2.21156397350997,2.05263157894737,-0.199708751133685
"Prince-Purple rain-min",0.550853000740693,-0.596287291737555,1.28571428571429,1.86026489453024
"Prince-Purple rain-random",0.0639750653313721,-2.74926187573521,2.17647058823529,-0.885438645220542
"Aretha Franklin-Respect -0",0.05323011864116,-2.93313090295983,2.42857142857143,-1.11992810118233
"Aretha Franklin-Respect -10727",0.15870136971214,-1.84073102066068,1.75,0.27321710635783
"Aretha Franklin-Respect -71471",0.0209670284944842,-3.86480414680416,2.66666666666667,-2.30809750296161
"Aretha Franklin-Respect -90139",0.0714873898902125,-2.63823421000819,2.07692307692308,-0.743844286855713
"Aretha Franklin-Respect -min",0.259367018826055,-1.34951115926172,1.63636363636364,0.899673230022178
"Aretha Franklin-Respect -random",0.436247074435948,-0.829546511652002,1.41176470588235,1.56278778051369
"Queensrÿche-Silent lucidity-125712",0.218784355532285,-1.5196687122142,1.75,0.682670113065045
"Queensrÿche-Silent lucidity-138948",0.105365290675855,-2.25032200758524,1.88235294117647,-0.249137142971292
"Queensrÿche-Silent lucidity-209629",0.0239125011670609,-3.73335389541029,2.78947368421053,-2.1404580783089
"Queensrÿche-Silent lucidity-84567",0.259529066901656,-1.34888657146726,1.57142857142857,0.900469771203327
"Queensrÿche-Silent lucidity-min",0.0727166484068732,-2.62118491918944,2.23809523809524,-0.722101207072406
"Queensrÿche-Silent lucidity-random",0.31969213731627,-1.14039681716225,1.55555555555556,1.16635821254948
"De Jeugd van Tegenwoordig-Sterrenstof-13003",0.0878212228309412,-2.43245208965786,2.29411764705882,-0.481408910022695
"De Jeugd van Tegenwoordig-Sterrenstof-166394",0.150317935823683,-1.89500265585198,2.11111111111111,0.204004110551763
"De Jeugd van Tegenwoordig-Sterrenstof-55681",0.127808312753361,-2.05722369413557,2.11764705882353,-0.00287751375903365
"De Jeugd van Tegenwoordig-Sterrenstof-79690",0.222030060500177,-1.50494249861819,1.85714285714286,0.701450556224117
"De Jeugd van Tegenwoordig-Sterrenstof-min",0.212140812114519,-1.55050501671134,1.8,0.643344358344152
"De Jeugd van Tegenwoordig-Sterrenstof-random",0.199881655977319,-1.61002980768294,1.88888888888889,0.567431976243388
"Coldplay-The scientist-15650",0.0418054768000594,-3.17472792410944,2.53333333333333,-1.42803847140882
"Coldplay-The scientist-187663",0.333885580314869,-1.09695691860486,1.625,1.22175741889496
"Coldplay-The scientist-200388",0.285105086098033,-1.25489744352417,1.70588235294118,1.02033476320535
"Coldplay-The scientist-91022",0.119876925277588,-2.1212896851977,1.89473684210526,-0.0845813200855971
"Coldplay-The scientist-min",0.114510068444507,-2.16709252584065,2,-0.142994002993568
"Coldplay-The scientist-random",0.104816863064943,-2.25554061293112,2.22727272727273,-0.255792466855391
"Metallica-The unforgiven-186827",0.18734025937398,-1.67482874669277,2,0.484793436274645
"Metallica-The unforgiven-69102",0.221931554374614,-1.50538625827614,1.72222222222222,0.70088462642974
"Metallica-The unforgiven-8452",0.0538756916067232,-2.92107589339286,2.33333333333333,-1.10455426319754
"Metallica-The unforgiven-96920",0.294224984609406,-1.22341055052734,1.5625,1.06049021798857
"Metallica-The unforgiven-min",0.14258691783551,-1.94780351549428,2.13333333333333,0.136666805086427
"Metallica-The unforgiven-random",0.100040592199767,-2.30217925336042,2.17647058823529,-0.315271051074504
"Jimi Hendrix-The wind cries Mary-13421",0.133057812982587,-2.01697156112854,2.05882352941176,0.0484563128924191
"Jimi Hendrix-The wind cries Mary-140620",0.0919502536006227,-2.38650756990817,2.07142857142857,-0.422815542759332
"Jimi Hendrix-The wind cries Mary-371",0.0367624784264945,-3.30327756193675,2.25,-1.59197872330012
"Jimi Hendrix-The wind cries Mary-45325",0.103594389366045,-2.26727210732169,2.21052631578947,-0.270753723673835
"Jimi Hendrix-The wind cries Mary-min",0.100037753935087,-2.30220762489322,1.95,-0.31530723348864
"Jimi Hendrix-The wind cries Mary-random",0.534597311689164,-0.626241503929761,1.42857142857143,1.82206407829308
"Dire Straits-Walk of life-0",0.0207768056255177,-3.87391802863506,2.64285714285714,-2.31972050018134
"Dire Straits-Walk of life-103189",0.0804869967044197,-2.51965963922737,2.17647058823529,-0.592625307710678
"Dire Straits-Walk of life-34969",0.151181734640443,-1.8892726251765,2,0.211311658734386
"Dire Straits-Walk of life-58607",0.174166487264107,-1.74774361387435,1.94117647058824,0.391804596364979
"Dire Straits-Walk of life-min",0.220686540155221,-1.51101195464212,1.75,0.693710136521477
"Dire Straits-Walk of life-random",0.352701435610292,-1.04213337140452,1.5,1.29167427194492
"Boudewijn de Groot-Welterusten mijnheer de president -0",0.0362229946034074,-3.31806115177204,2.4375,-1.61083233877828
"Boudewijn de Groot-Welterusten mijnheer de president -10727",0.235126881752675,-1.4476299881918,1.76923076923077,0.77454160147815
"Boudewijn de Groot-Welterusten mijnheer de president -39009",0.204429137388848,-1.58753387998592,1.875,0.596121190118356
"Boudewijn de Groot-Welterusten mijnheer de president -87632",0.216503917637944,-1.53014663637793,1.84210526315789,0.669307543121383
"Boudewijn de Groot-Welterusten mijnheer de president -min",0.194709340616714,-1.63624739334941,1.9375,0.533996505939568
"Boudewijn de Groot-Welterusten mijnheer de president -random",0.113007728000411,-2.18029907322407,2.10526315789474,-0.159836405206799
"Nick Cave-Where the wild roses grow-133793",0.141442739673274,-1.95586031041845,2,0.126391918189593
"Nick Cave-Where the wild roses grow-159288",0.113972567672738,-2.17179749399442,2.05263157894737,-0.148994281775422
"Nick Cave-Where the wild roses grow-194954",0.392391361245176,-0.93549556670866,1.52631578947368,1.42767020984448
"Nick Cave-Where the wild roses grow-32972",0.168161598044725,-1.78282986877826,1.95,0.347058850176292
"Nick Cave-Where the wild roses grow-min",0.0670058821271602,-2.70297487050206,2.33333333333333,-0.826408503825584
"Nick Cave-Where the wild roses grow-random",0.117025851236927,-2.14536041784743,2.15789473684211,-0.115278893727196
"Chris Isaak-Wicked game-106486",0.16644949798826,-1.79306333095688,1.93333333333333,0.334008044311428
"Chris Isaak-Wicked game-157245",0.103922452921877,-2.2641103029542,2.3,-0.266721452457837
"Chris Isaak-Wicked game-269908",0.0895304961626174,-2.41317597249264,2.16666666666667,-0.456825943030616
"Chris Isaak-Wicked game-88328",0.162586216776281,-1.81654685313496,1.94117647058824,0.304059344289876
"Chris Isaak-Wicked game-min",0.385876756217409,-0.952237244910284,1.4,1.40631943058251
"Chris Isaak-Wicked game-random",0.0916345799335556,-2.38994656834944,2.27777777777778,-0.427201321515646
"Pink Floyd-Wish you were here-0",0.0190086197914394,-3.96286272946063,2.4375,-2.43315229901168
"Pink Floyd-Wish you were here-158406",0.22938895790625,-1.47233621011735,1.7,0.743033583919999
"Pink Floyd-Wish you were here-267029",0.2497426307801,-1.38732436827478,1.72727272727273,0.851449780192255
"Pink Floyd-Wish you were here-3854",0.0260030332121244,-3.64954208576035,2.35714285714286,-2.03357229148207
"Pink Floyd-Wish you were here-min",0.0819658088319441,-2.50145308413625,2.15384615384615,-0.56940636070967
"Pink Floyd-Wish you were here-random",0.393890949478142,-0.931681185968554,1.42857142857143,1.43253471627104
